"covariateId","covariateName","analysisId","conceptId","covariateValue"
3639,"Smoker",639,0,1.59147996498892
13003,"age group:  65 -  69",3,0,1.30681266231828
12003,"age group:  60 -  64",3,0,1.00749267206117
3020891702,"measurement during day -365 through 0 days relative to index: Body temperature",702,3020891,-0.844359083883552
45771331802,"observation during day -365 through 0 days relative to index: Temperature",802,45771331,0.802473298712671
2639,"previous_smoker",639,0,0.717188566207355
40766362802,"observation during day -365 through 0 days relative to index: Smoking status [FTND]",802,40766362,-0.70686567374739
38003564005,"ethnicity = Not Hispanic or Latino",5,38003564,0.649538107504659
8527004,"race = White",4,8527,0.635158430527503
9003,"age group:  45 -  49",3,0,-0.626347624438347
11003,"age group:  55 -  59",3,0,0.612020426232297
255573210,"condition_era group during day -365 through 0 days relative to index: Chronic obstructive lung disease",210,255573,0.585256741886478
8516004,"race = Black or African American",4,8516,0.500648920818518
40760098702,"measurement during day -365 through 0 days relative to index: Sodium [Moles/volume] in Saliva (oral fluid)",702,40760098,0.491423684650773
4151768702,"measurement during day -365 through 0 days relative to index: Pack years",702,4151768,0.434009683810143
3045980702,"measurement during day -365 through 0 days relative to index: Pulse intensity of Unspecified artery palpation",702,3045980,0.416571108879947
321052210,"condition_era group during day -365 through 0 days relative to index: Peripheral vascular disease",210,321052,0.405660682747605
437264210,"condition_era group during day -365 through 0 days relative to index: Tobacco dependence syndrome",210,437264,0.359914103417991
3001123702,"measurement during day -365 through 0 days relative to index: Platelet mean volume [Entitic volume] in Blood",702,3001123,-0.348392019032305
3008500702,"measurement during day -365 through 0 days relative to index: Chloride [Moles/volume] in Saliva (oral fluid)",702,3008500,-0.307829485402824
38003178802,"observation during day -365 through 0 days relative to index: Laboratory - Bacteriology and Microbiology",802,38003178,0.292086434930274
45773385502,"procedure_occurrence during day -365 through 0 days relative to index: Routine gynecologic examination",502,45773385,-0.290622731260668
21604104410,"drug_era group during day -365 through 0 days relative to index: Oxazol, thiazine, and triazine derivatives",410,21604104,0.287124222224492
46235195702,"measurement during day -365 through 0 days relative to index: Phosphate [Mass/mass] in Hair",702,46235195,0.280419535131837
3004249702,"measurement during day -365 through 0 days relative to index: Systolic blood pressure",702,3004249,-0.262079998026464
21603292410,"drug_era group during day -365 through 0 days relative to index: Anticholinergics",410,21603292,0.260831836198395
3034426702,"measurement during day -365 through 0 days relative to index: Prothrombin time (PT)",702,3034426,0.254304328248348
2212359702,"measurement during day -365 through 0 days relative to index: Glucose; quantitative, blood (except reagent strip)",702,2212359,0.235132737193869
38003173802,"observation during day -365 through 0 days relative to index: Laboratory - Chemistry",802,38003173,0.228151770413295
19049105410,"drug_era group during day -365 through 0 days relative to index: potassium chloride",410,19049105,-0.227292239505435
4077697702,"measurement during day -365 through 0 days relative to index: Screening mammography",702,4077697,-0.226595860297287
252662210,"condition_era group during day -365 through 0 days relative to index: Tracheobronchial disorder",210,252662,0.225443486981864
443410210,"condition_era group during day -365 through 0 days relative to index: Infective pneumonia",210,443410,0.219544857889818
2212542702,"measurement during day -365 through 0 days relative to index: Prostate specific antigen (PSA); total",702,2212542,-0.215418668312814
37018677210,"condition_era group during day -365 through 0 days relative to index: Anomaly of eye",210,37018677,0.214501460422359
1639,"never-smoker",639,0,-0.213152691616689
2212090702,"measurement during day -365 through 0 days relative to index: Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",702,2212090,-0.210564345704938
43534842410,"drug_era group during day -365 through 0 days relative to index: Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids",410,43534842,-0.208123220391488
2212337702,"measurement during day -365 through 0 days relative to index: Folic acid; serum",702,2212337,0.207391965553021
4032789702,"measurement during day -365 through 0 days relative to index: Triglycerides measurement",702,4032789,0.207224118790154
3006576702,"measurement during day -365 through 0 days relative to index: Bicarbonate [Moles/volume] in Blood",702,3006576,0.205266342705521
3045820702,"measurement during day -365 through 0 days relative to index: Cotinine/Creatinine [Mass Ratio] in Urine",702,3045820,0.204642179788838
3001307702,"measurement during day -365 through 0 days relative to index: Neutrophil Ab [Presence] in Serum",702,3001307,0.200569171486394
21603282410,"drug_era group during day -365 through 0 days relative to index: OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",410,21603282,0.195948386258424
3013290702,"measurement during day -365 through 0 days relative to index: Carbon dioxide [Partial pressure] in Blood",702,3013290,-0.192575543788412
21604114410,"drug_era group during day -365 through 0 days relative to index: Other centrally acting agents",410,21604114,0.187832600006751
3024171702,"measurement during day -365 through 0 days relative to index: Respiratory rate",702,3024171,-0.187609862941628
4036803502,"procedure_occurrence during day -365 through 0 days relative to index: General examination of patient",502,4036803,-0.184855844572714
437312210,"condition_era group during day -365 through 0 days relative to index: Bleeding",210,437312,0.184744030199982
2617206702,"measurement during day -365 through 0 days relative to index: Prostate cancer screening; prostate specific antigen test (psa)",702,2617206,-0.182828185477271
40481841210,"condition_era group during day -365 through 0 days relative to index: Measurement finding outside reference range",210,40481841,-0.178708377955326
744740410,"drug_era group during day -365 through 0 days relative to index: zolpidem",410,744740,-0.177286624889119
40761538702,"measurement during day -365 through 0 days relative to index: Microorganisms seen [Type] in Urine sediment by Light microscopy",702,40761538,0.175919082145561
432867210,"condition_era group during day -365 through 0 days relative to index: Hyperlipidemia",210,432867,0.175911604288071
43055141702,"measurement during day -365 through 0 days relative to index: Pain severity - 0-10 verbal numeric rating [Score] - Reported",702,43055141,-0.174401581206778
75344210,"condition_era group during day -365 through 0 days relative to index: Intervertebral disc disorder",210,75344,0.174046256859636
433736210,"condition_era group during day -365 through 0 days relative to index: Obesity",210,433736,-0.173109028683367
2212742702,"measurement during day -365 through 0 days relative to index: Thromboplastin time, partial (PTT); plasma or whole blood",702,2212742,-0.172919322828455
3021886702,"measurement during day -365 through 0 days relative to index: Globulin [Mass/volume] in Serum",702,3021886,0.171252381412423
1501700410,"drug_era group during day -365 through 0 days relative to index: levothyroxine",410,1501700,-0.171222278102047
321588210,"condition_era group during day -365 through 0 days relative to index: Heart disease",210,321588,0.170407396293916
3039000702,"measurement during day -365 through 0 days relative to index: Anion gap in Blood",702,3039000,0.165184598045103
318443210,"condition_era group during day -365 through 0 days relative to index: Arteriosclerotic vascular disease",210,318443,0.165137600172606
21603255410,"drug_era group during day -365 through 0 days relative to index: Selective beta-2-adrenoreceptor agonists",410,21603255,0.163892447121852
4017497702,"measurement during day -365 through 0 days relative to index: Albumin measurement, serum",702,4017497,0.16129982914616
723013410,"drug_era group during day -365 through 0 days relative to index: diazepam",410,723013,0.158105319974938
3024629702,"measurement during day -365 through 0 days relative to index: Glucose [Mass/volume] in Urine by Test strip",702,3024629,-0.156921005569139
4209423210,"condition_era group during day -365 through 0 days relative to index: Nicotine dependence",210,4209423,0.155351940923055
21604564410,"drug_era group during day -365 through 0 days relative to index: ANXIOLYTICS",410,21604564,0.154284547521432
1545958410,"drug_era group during day -365 through 0 days relative to index: atorvastatin",410,1545958,-0.149714235545048
73553210,"condition_era group during day -365 through 0 days relative to index: Arthropathy",210,73553,0.148590483536982
3012888702,"measurement during day -365 through 0 days relative to index: Diastolic blood pressure",702,3012888,-0.147666593473309
436230210,"condition_era group during day -365 through 0 days relative to index: Blood chemistry abnormal",210,436230,-0.145561908801292
4028244210,"condition_era group during day -365 through 0 days relative to index: Chronic disease of cardiovascular system",210,4028244,-0.1454117703874
2212648702,"measurement during day -365 through 0 days relative to index: Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",702,2212648,-0.14327666111539
4178680210,"condition_era group during day -365 through 0 days relative to index: Degenerative disorder of musculoskeletal system",210,4178680,-0.141733443785633
4282096210,"condition_era group during day -365 through 0 days relative to index: Major depression, single episode",210,4282096,-0.138439432280667
21600875410,"drug_era group during day -365 through 0 days relative to index: POTASSIUM",410,21600875,-0.138298856907212
4134455210,"condition_era group during day -365 through 0 days relative to index: Mononeuropathy",210,4134455,-0.137872686944384
3024731702,"measurement during day -365 through 0 days relative to index: MCV [Entitic volume]",702,3024731,0.133691122820701
378253210,"condition_era group during day -365 through 0 days relative to index: Headache",210,378253,-0.13165129549402
43534062702,"measurement during day -365 through 0 days relative to index: 3-epi-25-Hydroxyvitamin D3/25-hydroxyvitamin D.total in Serum or Plasma",702,43534062,-0.131001960985248
3021222702,"measurement during day -365 through 0 days relative to index: Alkaline phosphatase.renal/Alkaline phosphatase.total in Serum or Plasma",702,3021222,-0.130439108379437
2313815502,"procedure_occurrence during day -365 through 0 days relative to index: Electrocardiogram, routine ECG with at least 12 leads; tracing only, without interpretation and report",502,2313815,-0.12988559002037
21603249410,"drug_era group during day -365 through 0 days relative to index: ADRENERGICS, INHALANTS",410,21603249,0.127995438854037
44784217210,"condition_era group during day -365 through 0 days relative to index: Cardiac arrhythmia",210,44784217,-0.127838966973957
4298431702,"measurement during day -365 through 0 days relative to index: White blood cell count",702,4298431,0.12573068543307
134736210,"condition_era group during day -365 through 0 days relative to index: Backache",210,134736,0.124309089578296
4042056210,"condition_era group during day -365 through 0 days relative to index: Lipids abnormal",210,4042056,-0.123111248056361
1314002410,"drug_era group during day -365 through 0 days relative to index: atenolol",410,1314002,0.122861913174541
3037182702,"measurement during day -365 through 0 days relative to index: Magnesium [Presence] in Stone",702,3037182,0.118754794747961
21600001410,"drug_era group during day -365 through 0 days relative to index: ALIMENTARY TRACT AND METABOLISM",410,21600001,-0.118057570362492
1126658410,"drug_era group during day -365 through 0 days relative to index: hydromorphone",410,1126658,-0.115482549115164
21604180410,"drug_era group during day -365 through 0 days relative to index: NERVOUS SYSTEM",410,21604180,0.115378955134079
21603126410,"drug_era group during day -365 through 0 days relative to index: ANTIVIRALS FOR SYSTEMIC USE",410,21603126,-0.109745702311487
2514435502,"procedure_occurrence during day -365 through 0 days relative to index: Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Medical decision making of moderate complexity. Counseling",502,2514435,0.109139595123368
1125315410,"drug_era group during day -365 through 0 days relative to index: acetaminophen",410,1125315,-0.107380191891736
3036588702,"measurement during day -365 through 0 days relative to index: Neutrophil cytoplasmic Ab.perinuclear [Presence] in Serum",702,3036588,0.105320550257463
2212168702,"measurement during day -365 through 0 days relative to index: Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, without microscopy",702,2212168,-0.100560501197851
3021716702,"measurement during day -365 through 0 days relative to index: Penicillin G potassium [Mass] of Dose",702,3021716,-0.0999392310108995
21602384410,"drug_era group during day -365 through 0 days relative to index: Organic acids",410,21602384,0.0962130545421754
21600712410,"drug_era group during day -365 through 0 days relative to index: DRUGS USED IN DIABETES",410,21600712,-0.0929749397803565
21603041410,"drug_era group during day -365 through 0 days relative to index: OTHER ANTIBACTERIALS",410,21603041,-0.0924513964978141
2313975502,"procedure_occurrence during day -365 through 0 days relative to index: Duplex scan of extracranial arteries; complete bilateral study",502,2313975,0.0921841758963524
31967210,"condition_era group during day -365 through 0 days relative to index: Nausea",210,31967,0.0920243269991853
1123896410,"drug_era group during day -365 through 0 days relative to index: Opioids in combination with non-opioid analgesics",410,1123896,-0.0915293628661507
2213244502,"procedure_occurrence during day -365 through 0 days relative to index: Cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation; with screening by automated system and manual rescreening or review, under physician supervision",502,2213244,-0.0905518449014924
21604709410,"drug_era group during day -365 through 0 days relative to index: Selective serotonin reuptake inhibitors",410,21604709,-0.0893836819597666
4028367210,"condition_era group during day -365 through 0 days relative to index: Acute disease of cardiovascular system",210,4028367,-0.0884759974457729
4150129210,"condition_era group during day -365 through 0 days relative to index: Musculoskeletal pain",210,4150129,-0.0865956215551488
40661253802,"observation during day -365 through 0 days relative to index: Prescription(s) generated and transmitted via a qualified erx system",802,40661253,0.0858950225742678
3009542702,"measurement during day -365 through 0 days relative to index: Hematocrit [Volume Fraction] of Blood",702,3009542,-0.0855833322219465
1163944410,"drug_era group during day -365 through 0 days relative to index: guaifenesin",410,1163944,-0.083554394966051
4162282210,"condition_era group during day -365 through 0 days relative to index: Inflammatory disorder of the respiratory system",210,4162282,-0.0834681048648754
21602968410,"drug_era group during day -365 through 0 days relative to index: MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",410,21602968,0.0831254500312674
21601119410,"drug_era group during day -365 through 0 days relative to index: VITAMIN B12 AND FOLIC ACID",410,21601119,-0.0824670793844541
21600202410,"drug_era group during day -365 through 0 days relative to index: Synthetic anticholinergic agents in combination with psycholeptics",410,21600202,-0.0821575190810827
3034485702,"measurement during day -365 through 0 days relative to index: Albumin/Creatinine [Mass Ratio] in Urine",702,3034485,-0.0792176702565544
3027726702,"measurement during day -365 through 0 days relative to index: Hepatitis B virus surface Ab [Titer] in Serum",702,3027726,-0.0782882586702626
3014600702,"measurement during day -365 through 0 days relative to index: Triglyceride [Percentile]",702,3014600,-0.0772415600086697
4052351802,"observation during day -365 through 0 days relative to index: Alcohol intake",802,4052351,-0.0771068773032524
21603396410,"drug_era group during day -365 through 0 days relative to index: Opium alkaloids and derivatives",410,21603396,0.0769566070210879
3046412702,"measurement during day -365 through 0 days relative to index: Aspartate aminotransferase [Presence] in Body fluid",702,3046412,0.0767824927366077
442077210,"condition_era group during day -365 through 0 days relative to index: Anxiety disorder",210,442077,-0.0766671446249614
21602666410,"drug_era group during day -365 through 0 days relative to index: DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY",410,21602666,-0.0763844901559081
4203722802,"observation during day -365 through 0 days relative to index: Patient encounter procedure",802,4203722,-0.0758268743400647
36878782410,"drug_era group during day -365 through 0 days relative to index: Multivitamin preparation",410,36878782,-0.0757295760786305
318800210,"condition_era group during day -365 through 0 days relative to index: Gastroesophageal reflux disease",210,318800,0.074247958775939
260139210,"condition_era group during day -365 through 0 days relative to index: Acute bronchitis",210,260139,0.0733134548264427
21603638410,"drug_era group during day -365 through 0 days relative to index: Antiinflammatory agents, non-steroids",410,21603638,0.0726506694362541
21601898410,"drug_era group during day -365 through 0 days relative to index: LIPID MODIFYING AGENTS, COMBINATIONS",410,21601898,-0.0723631409874309
4189050702,"measurement during day -365 through 0 days relative to index: Malt RAST",702,4189050,0.072037836575632
2212593702,"measurement during day -365 through 0 days relative to index: Thyroid stimulating hormone (TSH)",702,2212593,-0.0707382292368859
21601333410,"drug_era group during day -365 through 0 days relative to index: Influenza vaccines",410,21601333,0.0705272679080752
